frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,28.113402402250955,neutral,frame_000.png,frame_000.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_000.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_000.png,0,0,0,"cold:

hot:
"
1,29.36787590559344,neutral,frame_001.png,frame_001.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_001.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_001.png,0,0,0,"cold:

hot:
"
2,30.10692434976029,warm,frame_002.png,frame_002.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_002.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_002.png,0,0,0,"cold:

hot:
"
3,39.19417842254472,warm,frame_003.png,frame_003.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_003.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_003.png,0,0,0,"cold:

hot:
"
4,31.329308729383076,warm,frame_004.png,frame_004.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_004.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_004.png,0,0,0,"cold:

hot:
"
5,32.259974233977196,warm,frame_005.png,frame_005.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_005.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_005.png,0,0,0,"cold:

hot:
"
6,37.71098716780481,warm,frame_006.png,frame_006.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_006.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_006.png,0,0,0,"cold:

hot:
"
7,41.28063830923748,hot,frame_007.png,frame_007.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_007.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_007.png,0,0,0,"cold:

hot:
"
8,37.622532995646274,warm,frame_008.png,frame_008.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_008.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_008.png,0,0,0,"cold:

hot:
"
9,43.54173794108112,hot,frame_009.png,frame_009.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_009.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_009.png,0,0,0,"cold:

hot:
"
10,38.957020003016595,warm,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_010.png,0,0,0,"cold:

hot:
"
11,32.15251731037181,warm,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_011.png,0,0,0,"cold:

hot:
"
12,40.23529972827247,hot,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_012.png,0,0,0,"cold:

hot:
"
13,40.66839164874502,hot,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_12-00-50/thermal/frame_013.png,0,0,0,"cold:

hot:
"
