frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
22,26.86031322151909,neutral,frame_022.png,frame_022.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_022.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_022.png,0,0,0,"cold:

hot:
"
23,26.77719173878891,neutral,frame_023.png,frame_023.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_023.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_023.png,0,0,0,"cold:

hot:
"
24,26.773977009421817,neutral,frame_024.png,frame_024.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_024.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_024.png,1,1,0,"cold:
item1:(19, 19)
hot:
"
25,26.762515237786015,neutral,frame_025.png,frame_025.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_025.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_025.png,0,0,0,"cold:

hot:
"
26,28.395357204999055,neutral,frame_026.png,frame_026.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_026.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_026.png,1,0,1,"cold:

hot:
item1:(49, 49)"
27,28.087602252124313,neutral,frame_027.png,frame_027.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_027.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_027.png,0,0,0,"cold:

hot:
"
28,27.26934865682512,neutral,frame_028.png,frame_028.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_028.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_028.png,4,2,2,"cold:
item1:(9, 27)
item2:(38, 38)
hot:
item1:(8, 8)
item2:(28, 37)"
29,27.22237823113125,neutral,frame_029.png,frame_029.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_029.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_029.png,2,1,1,"cold:
item1:(6, 25)
hot:
item1:(26, 35)"
30,27.209664609763553,neutral,frame_030.png,frame_030.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_030.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_030.png,2,1,1,"cold:
item1:(6, 25)
hot:
item1:(26, 36)"
31,27.13307503450672,neutral,frame_031.png,frame_031.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_031.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_031.png,2,1,1,"cold:
item1:(6, 25)
hot:
item1:(26, 35)"
32,27.263484086260814,neutral,frame_032.png,frame_032.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_032.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_032.png,2,1,1,"cold:
item1:(4, 24)
hot:
item1:(25, 34)"
33,26.998671230199296,neutral,frame_033.png,frame_033.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_033.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_033.png,5,4,1,"cold:
item1:(0, 24)
item2:(35, 40)
item3:(42, 43)
item4:(45, 46)
hot:
item1:(25, 34)"
34,26.50245502114976,neutral,frame_034.png,frame_034.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_034.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_034.png,1,1,0,"cold:
item1:(0, 46)
hot:
"
35,26.764689631989274,neutral,frame_035.png,frame_035.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_035.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_035.png,2,2,0,"cold:
item1:(19, 19)
item2:(21, 22)
hot:
"
36,26.94554550351582,neutral,frame_036.png,frame_036.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_036.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_036.png,0,0,0,"cold:

hot:
"
37,27.054908146324383,neutral,frame_037.png,frame_037.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_037.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_037.png,0,0,0,"cold:

hot:
"
38,31.007673484705645,warm,frame_038.png,frame_038.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_038.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_038.png,1,0,1,"cold:

hot:
item1:(9, 22)"
39,31.08806561326381,warm,frame_039.png,frame_039.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_039.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_039.png,1,0,1,"cold:

hot:
item1:(12, 25)"
40,26.67171938281271,neutral,frame_040.png,frame_040.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_040.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_040.png,0,0,0,"cold:

hot:
"
41,26.647450977800165,neutral,frame_041.png,frame_041.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_041.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_041.png,1,1,0,"cold:
item1:(20, 21)
hot:
"
42,26.619179654260346,neutral,frame_042.png,frame_042.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/cleaned/frame_042.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-17-25/thermal/frame_042.png,1,1,0,"cold:
item1:(19, 19)
hot:
"
