frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,24.90359263776536,neutral,frame_000.png,frame_000.wav,cleaned/frame_000.png,thermal/frame_000.png,1,1,0,"cold:
item1:0?49
hot:
"
1,26.784765770342805,neutral,frame_001.png,frame_001.wav,cleaned/frame_001.png,thermal/frame_001.png,2,2,0,"cold:
item1:0?47
item2:49?49
hot:
"
2,23.038378756341217,neutral,frame_002.png,frame_002.wav,cleaned/frame_002.png,thermal/frame_002.png,1,1,0,"cold:
item1:0?49
hot:
"
3,23.92368205996857,neutral,frame_003.png,frame_003.wav,cleaned/frame_003.png,thermal/frame_003.png,1,1,0,"cold:
item1:0?49
hot:
"
4,24.454588050155582,neutral,frame_004.png,frame_004.wav,cleaned/frame_004.png,thermal/frame_004.png,1,1,0,"cold:
item1:0?49
hot:
"
5,24.74925040493567,neutral,frame_005.png,frame_005.wav,cleaned/frame_005.png,thermal/frame_005.png,1,1,0,"cold:
item1:0?49
hot:
"
6,24.851369554961916,neutral,frame_006.png,frame_006.wav,cleaned/frame_006.png,thermal/frame_006.png,1,1,0,"cold:
item1:0?49
hot:
"
7,24.693475291738583,neutral,frame_007.png,frame_007.wav,cleaned/frame_007.png,thermal/frame_007.png,1,1,0,"cold:
item1:0?49
hot:
"
8,24.895993472352117,neutral,frame_008.png,frame_008.wav,cleaned/frame_008.png,thermal/frame_008.png,1,1,0,"cold:
item1:0?49
hot:
"
9,24.881104883513913,neutral,frame_009.png,frame_009.wav,cleaned/frame_009.png,thermal/frame_009.png,1,1,0,"cold:
item1:0?49
hot:
"
10,24.775837831492,neutral,frame_010.png,frame_010.wav,cleaned/frame_010.png,thermal/frame_010.png,1,1,0,"cold:
item1:0?49
hot:
"
11,24.766089834028545,neutral,frame_011.png,frame_011.wav,cleaned/frame_011.png,thermal/frame_011.png,1,1,0,"cold:
item1:0?49
hot:
"
12,24.79372432955869,neutral,frame_012.png,frame_012.wav,cleaned/frame_012.png,thermal/frame_012.png,1,1,0,"cold:
item1:0?49
hot:
"
