frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,28.859973827245824,neutral,frame_000.png,frame_000.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_000.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_000.png,0,0,0,"cold:

hot:
"
1,24.30931836040178,neutral,frame_001.png,frame_001.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_001.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_001.png,0,0,0,"cold:

hot:
"
2,24.484082321048778,neutral,frame_002.png,frame_002.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_002.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_002.png,0,0,0,"cold:

hot:
"
3,24.720986356235624,neutral,frame_003.png,frame_003.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_003.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_003.png,0,0,0,"cold:

hot:
"
4,24.91707995807184,neutral,frame_004.png,frame_004.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_004.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_004.png,0,0,0,"cold:

hot:
"
5,25.229973812321504,neutral,frame_005.png,frame_005.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_005.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_005.png,0,0,0,"cold:

hot:
"
6,24.78630818964965,neutral,frame_006.png,frame_006.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_006.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_006.png,0,0,0,"cold:

hot:
"
7,24.688205829106717,neutral,frame_007.png,frame_007.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_007.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_007.png,0,0,0,"cold:

hot:
"
8,24.5365528927294,neutral,frame_008.png,frame_008.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_008.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_008.png,0,0,0,"cold:

hot:
"
9,24.527687419158397,neutral,frame_009.png,frame_009.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_009.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_009.png,0,0,0,"cold:

hot:
"
10,24.5211544691747,neutral,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_010.png,0,0,0,"cold:

hot:
"
11,24.850801642476615,neutral,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_011.png,0,0,0,"cold:

hot:
"
12,27.065095037782925,neutral,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_012.png,3,3,0,"cold:
item1:(6, 10)
item2:(12, 17)
item3:(19, 39)
hot:
"
13,25.93448976130576,neutral,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_013.png,2,2,0,"cold:
item1:(12, 15)
item2:(22, 46)
hot:
"
14,25.52862341297282,neutral,frame_014.png,frame_014.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_014.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_014.png,0,0,0,"cold:

hot:
"
15,25.585546436599987,neutral,frame_015.png,frame_015.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_015.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_015.png,0,0,0,"cold:

hot:
"
16,25.59206243331452,neutral,frame_016.png,frame_016.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_016.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_016.png,0,0,0,"cold:

hot:
"
17,25.624207615728853,neutral,frame_017.png,frame_017.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/cleaned/frame_017.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_15-22-04/thermal/frame_017.png,0,0,0,"cold:

hot:
"
