frame_number,mean_temperature,heat_range,image_filename,wav_filename,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,28.59733182133779,neutral,frame_000.png,frame_000.wav,0,0,0,"cold:

hot:
"
1,30.212033761786213,warm,frame_001.png,frame_001.wav,0,0,0,"cold:

hot:
"
2,30.014502883127424,warm,frame_002.png,frame_002.wav,0,0,0,"cold:

hot:
"
3,31.73298330275058,warm,frame_003.png,frame_003.wav,0,0,0,"cold:

hot:
"
4,36.9902253631593,warm,frame_004.png,frame_004.wav,1,0,1,"cold:

hot:
item1:36.51"
5,29.537997294517663,neutral,frame_005.png,frame_005.wav,0,0,0,"cold:

hot:
"
6,25.99727382809131,neutral,frame_006.png,frame_006.wav,0,0,0,"cold:

hot:
"
7,27.0410200997872,neutral,frame_007.png,frame_007.wav,0,0,0,"cold:

hot:
"
