frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,28.308076399613423,neutral,frame_000.png,frame_000.wav,cleaned/frame_000.png,thermal/frame_000.png,4,3,1,"cold:
item1:9?13\nitem2:27?47\nitem3:49?49
hot:
item1:14?19"
1,28.37008776944313,neutral,frame_001.png,frame_001.wav,cleaned/frame_001.png,thermal/frame_001.png,3,2,1,"cold:
item1:9?13\nitem2:27?46
hot:
item1:14?19"
2,28.560669659324287,neutral,frame_002.png,frame_002.wav,cleaned/frame_002.png,thermal/frame_002.png,3,2,1,"cold:
item1:9?13\nitem2:27?46
hot:
item1:14?19"
3,27.425920964809396,neutral,frame_003.png,frame_003.wav,cleaned/frame_003.png,thermal/frame_003.png,3,2,1,"cold:
item1:1?14\nitem2:26?47
hot:
item1:15?19"
4,27.16245046503641,neutral,frame_004.png,frame_004.wav,cleaned/frame_004.png,thermal/frame_004.png,3,2,1,"cold:
item1:0?14\nitem2:26?49
hot:
item1:15?19"
5,26.558465684904647,neutral,frame_005.png,frame_005.wav,cleaned/frame_005.png,thermal/frame_005.png,4,3,1,"cold:
item1:10?15\nitem2:19?19\nitem3:21?49
hot:
item1:16?17"
6,28.63548782875098,neutral,frame_006.png,frame_006.wav,cleaned/frame_006.png,thermal/frame_006.png,5,3,2,"cold:
item1:0?1\nitem2:13?14\nitem3:19?20
hot:
item1:2?12\nitem2:15?18"
7,27.912300385311976,neutral,frame_007.png,frame_007.wav,cleaned/frame_007.png,thermal/frame_007.png,3,2,1,"cold:
item1:0?21\nitem2:23?25
hot:
item1:22?22"
8,28.055584675324408,neutral,frame_008.png,frame_008.wav,cleaned/frame_008.png,thermal/frame_008.png,11,11,0,"cold:
item1:0?0\nitem2:2?25\nitem3:27?27\nitem4:30?30\nitem5:33?33\nitem6:36?36\nitem7:38?38\nitem8:41?41\nitem9:44?44\nitem10:47?47\nitem11:49?49
hot:
"
9,15.825874996562149,cold,frame_009.png,frame_009.wav,cleaned/frame_009.png,thermal/frame_009.png,1,1,0,"cold:
item1:0?49
hot:
"
10,15.405397108521962,cold,frame_010.png,frame_010.wav,cleaned/frame_010.png,thermal/frame_010.png,1,1,0,"cold:
item1:0?49
hot:
"
11,16.947379615984648,cold,frame_011.png,frame_011.wav,cleaned/frame_011.png,thermal/frame_011.png,1,1,0,"cold:
item1:0?49
hot:
"
12,18.509118134685735,cold,frame_012.png,frame_012.wav,cleaned/frame_012.png,thermal/frame_012.png,1,1,0,"cold:
item1:0?49
hot:
"
13,25.67600681437472,neutral,frame_013.png,frame_013.wav,cleaned/frame_013.png,thermal/frame_013.png,3,2,1,"cold:
item1:0?18\nitem2:21?46
hot:
item1:19?20"
