frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,26.773788017912153,neutral,frame_000.png,frame_000.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_000.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_000.png,2,1,1,"cold:
item1:(1, 31)
hot:
item1:(32, 41)"
1,26.93006077071658,neutral,frame_001.png,frame_001.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_001.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_001.png,2,1,1,"cold:
item1:(0, 25)
hot:
item1:(26, 37)"
2,26.822659033143072,neutral,frame_002.png,frame_002.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_002.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_002.png,4,2,2,"cold:
item1:(0, 29)
item2:(31, 31)
hot:
item1:(30, 30)
item2:(32, 42)"
3,26.83523186566643,neutral,frame_003.png,frame_003.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_003.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_003.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 41)"
4,27.42362065268937,neutral,frame_004.png,frame_004.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_004.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_004.png,4,2,2,"cold:
item1:(0, 24)
item2:(26, 26)
hot:
item1:(25, 25)
item2:(27, 42)"
5,27.06748892652607,neutral,frame_005.png,frame_005.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_005.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_005.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 43)"
6,27.21585746373704,neutral,frame_006.png,frame_006.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_006.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_006.png,6,4,2,"cold:
item1:(0, 21)
item2:(23, 23)
item3:(40, 41)
item4:(44, 45)
hot:
item1:(22, 22)
item2:(24, 39)"
7,26.837402366368497,neutral,frame_007.png,frame_007.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_007.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_007.png,3,2,1,"cold:
item1:(0, 25)
item2:(41, 49)
hot:
item1:(26, 40)"
8,27.359296191270232,neutral,frame_008.png,frame_008.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_008.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_008.png,2,1,1,"cold:
item1:(0, 26)
hot:
item1:(27, 43)"
9,27.27777355097786,neutral,frame_009.png,frame_009.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_009.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_009.png,2,1,1,"cold:
item1:(0, 27)
hot:
item1:(28, 43)"
10,27.115243754636193,neutral,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_010.png,2,1,1,"cold:
item1:(0, 27)
hot:
item1:(28, 45)"
11,26.996193599738813,neutral,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_011.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 45)"
12,26.964837187794682,neutral,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_012.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 46)"
13,26.943370203032966,neutral,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_013.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 45)"
14,26.80965178882738,neutral,frame_014.png,frame_014.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/cleaned/frame_014.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-27-23/thermal/frame_014.png,2,1,1,"cold:
item1:(0, 28)
hot:
item1:(29, 45)"
