frame_number,mean_temperature,heat_range,image_filename,wav_filename,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,23.0884455382044,neutral,frame_000.png,frame_000.wav,0,0,0,"cold:

hot:
"
1,21.14817301612592,neutral,frame_001.png,frame_001.wav,0,0,0,"cold:

hot:
"
2,19.479789395334592,cold,frame_002.png,frame_002.wav,0,0,0,"cold:

hot:
"
3,19.3010043839211,cold,frame_003.png,frame_003.wav,0,0,0,"cold:

hot:
"
4,18.895237541860777,cold,frame_004.png,frame_004.wav,0,0,0,"cold:

hot:
"
5,18.26423821281195,cold,frame_005.png,frame_005.wav,0,0,0,"cold:

hot:
"
6,18.067721029014205,cold,frame_006.png,frame_006.wav,0,0,0,"cold:

hot:
"
7,19.49067587949524,cold,frame_007.png,frame_007.wav,0,0,0,"cold:

hot:
"
8,21.747221973906193,neutral,frame_008.png,frame_008.wav,0,0,0,"cold:

hot:
"
