frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,hot_item_count,cold_item_count,total_item_count
0,26.646726905677344,neutral,frame_000.png,frame_000.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_000.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_000.png,6,0,6
1,28.474387801993597,neutral,frame_001.png,frame_001.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_001.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_001.png,60,0,60
2,38.570632896641165,warm,frame_002.png,frame_002.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_002.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_002.png,75,0,75
3,37.27894249170429,warm,frame_003.png,frame_003.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_003.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_003.png,41,0,41
4,43.06629613924408,hot,frame_004.png,frame_004.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_004.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_004.png,76,0,76
5,41.45842471144099,hot,frame_005.png,frame_005.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_005.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_005.png,71,0,71
6,28.806999270400606,neutral,frame_006.png,frame_006.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_006.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_006.png,37,0,37
7,41.15897746065817,hot,frame_007.png,frame_007.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_007.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_007.png,50,0,50
8,40.31381395108903,hot,frame_008.png,frame_008.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_008.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_008.png,65,0,65
9,27.598896152508264,neutral,frame_009.png,frame_009.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_009.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_009.png,29,0,29
10,33.386566435296636,warm,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_010.png,126,0,126
11,28.00562553024733,neutral,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_011.png,43,0,43
12,27.425925988433814,neutral,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_012.png,11,0,11
13,27.195748773339414,neutral,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_013.png,9,0,9
14,28.22062441792391,neutral,frame_014.png,frame_014.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_014.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_014.png,20,0,20
15,25.967613762821788,neutral,frame_015.png,frame_015.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_015.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_015.png,0,0,0
16,26.281137601009522,neutral,frame_016.png,frame_016.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_016.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_016.png,2,0,2
17,26.484884307157103,neutral,frame_017.png,frame_017.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/cleaned/frame_017.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-06-14_13-09-20/thermal/frame_017.png,3,0,3
