frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
0,26.58657661214275,neutral,frame_000.png,frame_000.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_000.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_000.png,1,1,0,"cold:
item1:(25, 25)
hot:
"
1,26.568219668402993,neutral,frame_001.png,frame_001.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_001.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_001.png,4,4,0,"cold:
item1:(19, 19)
item2:(21, 21)
item3:(27, 27)
item4:(33, 33)
hot:
"
2,26.625641166889796,neutral,frame_002.png,frame_002.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_002.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_002.png,0,0,0,"cold:

hot:
"
3,26.614428533297595,neutral,frame_003.png,frame_003.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_003.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_003.png,1,1,0,"cold:
item1:(20, 21)
hot:
"
4,26.735660290540668,neutral,frame_004.png,frame_004.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_004.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_004.png,0,0,0,"cold:

hot:
"
5,25.244685937747054,neutral,frame_005.png,frame_005.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_005.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_005.png,1,1,0,"cold:
item1:(0, 46)
hot:
"
6,24.799805086587664,neutral,frame_006.png,frame_006.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_006.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_006.png,1,1,0,"cold:
item1:(0, 49)
hot:
"
7,24.706387025760034,neutral,frame_007.png,frame_007.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_007.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_007.png,1,1,0,"cold:
item1:(0, 49)
hot:
"
8,25.452682851930273,neutral,frame_008.png,frame_008.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_008.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_008.png,1,1,0,"cold:
item1:(0, 49)
hot:
"
9,26.26360905877837,neutral,frame_009.png,frame_009.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_009.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_009.png,2,2,0,"cold:
item1:(0, 2)
item2:(8, 41)
hot:
"
10,28.103992620669473,neutral,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_010.png,3,2,1,"cold:
item1:(0, 16)
item2:(18, 22)
hot:
item1:(25, 43)"
11,26.093773374113567,neutral,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_011.png,2,2,0,"cold:
item1:(0, 47)
item2:(49, 49)
hot:
"
12,26.68912879781819,neutral,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_012.png,1,1,0,"cold:
item1:(20, 25)
hot:
"
13,26.80317406776638,neutral,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_013.png,1,1,0,"cold:
item1:(21, 24)
hot:
"
14,28.256824520231827,neutral,frame_014.png,frame_014.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_014.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_014.png,0,0,0,"cold:

hot:
"
15,26.933597415702113,neutral,frame_015.png,frame_015.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_015.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_015.png,3,2,1,"cold:
item1:(0, 6)
item2:(15, 32)
hot:
item1:(33, 40)"
16,26.802004763629913,neutral,frame_016.png,frame_016.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_016.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_016.png,3,2,1,"cold:
item1:(0, 7)
item2:(9, 32)
hot:
item1:(33, 40)"
17,26.832856967833067,neutral,frame_017.png,frame_017.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_017.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_017.png,3,2,1,"cold:
item1:(0, 5)
item2:(10, 30)
hot:
item1:(31, 39)"
18,26.896008650039686,neutral,frame_018.png,frame_018.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_018.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_018.png,3,2,1,"cold:
item1:(0, 3)
item2:(13, 30)
hot:
item1:(31, 39)"
19,26.906799654850726,neutral,frame_019.png,frame_019.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_019.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_019.png,3,2,1,"cold:
item1:(0, 4)
item2:(13, 31)
hot:
item1:(32, 40)"
20,26.833049847161032,neutral,frame_020.png,frame_020.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_020.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_020.png,3,2,1,"cold:
item1:(0, 3)
item2:(12, 31)
hot:
item1:(32, 40)"
