frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
10,39.28154228228813,warm,frame_010.png,frame_010.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_010.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_010.png,0,0,0,"cold:

hot:
"
11,36.180816483592935,warm,frame_011.png,frame_011.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_011.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_011.png,0,0,0,"cold:

hot:
"
12,33.01675569067507,warm,frame_012.png,frame_012.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_012.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_012.png,0,0,0,"cold:

hot:
"
13,27.314578090846663,neutral,frame_013.png,frame_013.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_013.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_013.png,0,0,0,"cold:

hot:
"
14,28.01421504445192,neutral,frame_014.png,frame_014.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_014.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_014.png,0,0,0,"cold:

hot:
"
15,29.129672461512698,neutral,frame_015.png,frame_015.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_015.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_015.png,0,0,0,"cold:

hot:
"
16,28.801068592712294,neutral,frame_016.png,frame_016.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_016.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_016.png,0,0,0,"cold:

hot:
"
17,28.9663818927404,neutral,frame_017.png,frame_017.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_017.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_017.png,0,0,0,"cold:

hot:
"
18,27.0896726309619,neutral,frame_018.png,frame_018.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_018.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_018.png,0,0,0,"cold:

hot:
"
19,26.48388524513095,neutral,frame_019.png,frame_019.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_019.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_019.png,0,0,0,"cold:

hot:
"
20,25.770021127531336,neutral,frame_020.png,frame_020.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_020.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_020.png,0,0,0,"cold:

hot:
"
21,25.65614433516089,neutral,frame_021.png,frame_021.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_021.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_021.png,0,0,0,"cold:

hot:
"
22,24.84569710299967,neutral,frame_022.png,frame_022.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_022.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_022.png,0,0,0,"cold:

hot:
"
23,19.76893314496906,cold,frame_023.png,frame_023.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_023.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_023.png,0,0,0,"cold:

hot:
"
24,20.895853838068973,neutral,frame_024.png,frame_024.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_024.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_024.png,0,0,0,"cold:

hot:
"
25,25.000717389762105,neutral,frame_025.png,frame_025.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_025.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_025.png,0,0,0,"cold:

hot:
"
26,24.92752140090275,neutral,frame_026.png,frame_026.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_026.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_026.png,0,0,0,"cold:

hot:
"
27,25.088033316094055,neutral,frame_027.png,frame_027.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_027.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_027.png,0,0,0,"cold:

hot:
"
28,27.05602176944843,neutral,frame_028.png,frame_028.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_028.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_028.png,0,0,0,"cold:

hot:
"
29,29.706776743570128,neutral,frame_029.png,frame_029.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_029.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_029.png,0,0,0,"cold:

hot:
"
30,34.244276079226104,warm,frame_030.png,frame_030.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_030.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_030.png,0,0,0,"cold:

hot:
"
31,28.405144705024412,neutral,frame_031.png,frame_031.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_031.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_031.png,0,0,0,"cold:

hot:
"
32,36.822473960262826,warm,frame_032.png,frame_032.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_032.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_032.png,0,0,0,"cold:

hot:
"
33,28.102673642237676,neutral,frame_033.png,frame_033.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_033.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_033.png,0,0,0,"cold:

hot:
"
34,22.573262565861153,neutral,frame_034.png,frame_034.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_034.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_034.png,0,0,0,"cold:

hot:
"
35,22.6310602537728,neutral,frame_035.png,frame_035.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_035.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_035.png,0,0,0,"cold:

hot:
"
36,22.13033414149471,neutral,frame_036.png,frame_036.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_036.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_036.png,0,0,0,"cold:

hot:
"
37,22.101663536569372,neutral,frame_037.png,frame_037.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_037.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_037.png,0,0,0,"cold:

hot:
"
38,25.718199609911135,neutral,frame_038.png,frame_038.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/cleaned/frame_038.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-23_10-46-17/thermal/frame_038.png,0,0,0,"cold:

hot:
"
